video_id,author,comment,published_at,likes
Ip2TA2ijDmA,@HarshiDiaries09,"Hi Prashant,
I went through the GitLab tutorial and found it very informative. I've understood each and every point, and now I have a clear understanding of GitLab.
Thank you so much for sharing this helpful video!",2025-07-01T18:24:20Z,1
Ip2TA2ijDmA,@KamaleshPramanik-s3c,This is awesome introduction of GitLab CI/CD. And this is done just in 1hr and 15mins. That is excellent teaching. Thank you very much Sir.,2025-06-18T14:03:00Z,5
Ip2TA2ijDmA,@NikitaSingh-hm1be,How to run Robot framework automation test cases in git lab on linux server? Please video?,2025-06-04T09:18:09Z,0
Ip2TA2ijDmA,@R7isLive4u,@M Prashant . Email notification configuration is missing. in case we want to add extra DL for notification. Kindly check.,2025-06-03T07:07:14Z,0
Ip2TA2ijDmA,@mayankparmar2007,Thank you... best video.,2025-05-23T19:01:17Z,1
Ip2TA2ijDmA,@compsciranjeet,Very well explained from basic. It is nice to watch your video.,2025-05-14T05:50:29Z,1
Ip2TA2ijDmA,@Aiwn-n4u,"you deserve 1 subscribsion by me, nice way for teaching",2025-05-10T17:00:44Z,1
Ip2TA2ijDmA,@thirumalainambi6068,Awesome Indian Accent wiht confidence unlike others who fake accent i really loved and enjoyed this video,2025-05-08T10:47:15Z,1
Ip2TA2ijDmA,@keybehind,"Thank you Sir, For classes. Aap ka Jawab nehi. Aap samne hote to Charan sparsh kar leta.🙏",2025-04-30T15:53:12Z,1
Ip2TA2ijDmA,@crsharna1556,very well done bro,2025-04-21T06:45:18Z,1
Ip2TA2ijDmA,@rishu_rvlogs5113,watching your video before implementing cicd pipeline in my project fo the first time .,2025-04-10T05:32:01Z,1
Ip2TA2ijDmA,@mohitsahu3835,"pura youtube check kiya uske baad ye amazing video mila, Thank You So Much Bhai......... bas ek chij aur like agar hame server par kaam karna hai vahin git lab use karna aur proper deploy karna hai usper thoda aur video aae jae industry level par to maza aa jaega. Again ThankYOU..",2025-03-27T12:03:53Z,1
Ip2TA2ijDmA,@AmrutaWairkar,Good one😊,2025-03-12T09:09:25Z,1
Ip2TA2ijDmA,@Kirankireeti,"36:05  when doctor said operation successful, patient dead 😁🤣🤣",2025-03-07T08:48:46Z,1
Ip2TA2ijDmA,@SagarS90,"100 % Worth Watching , Thank You Sir 👍",2025-02-18T06:46:40Z,2
Ip2TA2ijDmA,@arifmd2827,not cut the vidio i not  understanding but i am fresher,2025-02-11T18:33:07Z,0
Ip2TA2ijDmA,@deepakgauttam29,"I was searching terraform youtube video to learn terraform.  I found your video (9 hour terraform video ) after that I am exploring your videos it is very helpful awesome content.

thank you for sharing",2025-01-21T14:36:22Z,5
Ip2TA2ijDmA,@dark_1535,"Can I get ON JOB TRANING in GitLab ?
is that possible ?",2025-01-15T20:25:02Z,0
Ip2TA2ijDmA,@_Brute,"Super thank you sir 
I'm learning this for 1st time and I got all about gitlab",2025-01-14T08:09:01Z,1
Ip2TA2ijDmA,@ShubhamJaiswal-o7r,"It was very informative , long yet interesting video . Thanks a ton .",2024-12-25T09:23:11Z,1
Ip2TA2ijDmA,@gagandeepsingh1314,"Thank you so much for sharing the valuable knowledge , please create a project with this like laravel or node any one of them",2024-12-14T13:24:12Z,1
Ip2TA2ijDmA,@rishiraj2548,Super thanks for I got to learn GitLab CI so closely today.,2024-12-07T19:40:28Z,2
Ip2TA2ijDmA,@sharmanaina,"Hi Prashant , Where do we do setting for getting emails from git. not only for failure of pipelines",2024-12-02T18:35:14Z,0
Ip2TA2ijDmA,@abcd7704,This is best tutorial for beginner,2024-11-22T15:06:55Z,1
Ip2TA2ijDmA,@Siva-of3rd,English vedio send bro,2024-11-20T02:48:48Z,0
Ip2TA2ijDmA,@jyotipravadas659,How to run selenium project,2024-11-17T19:45:34Z,0
Ip2TA2ijDmA,@thetechguy6892,bhai ap europe ke konse country mai ho.,2024-11-02T18:06:21Z,0
Ip2TA2ijDmA,@ataulmohsin4929,I have been learning about 3 years of devops and software tools but never found a better teacher than you.,2024-10-31T14:38:58Z,8
Ip2TA2ijDmA,@Thorr._24,Thanks for informative session,2024-10-16T05:36:18Z,1
Ip2TA2ijDmA,@jayeshmehta3067,"Wonderful & Informative session, Definitely worth watching!",2024-10-12T12:06:50Z,1
Ip2TA2ijDmA,@Payal-Sharma1984,awesome tutorial🔥🔥,2024-10-04T15:12:48Z,1
Ip2TA2ijDmA,@laiqueshaikh3331,"Hello Prashant,

I was watching your gitlab masterclass video on youtube within the time frame of 5:28 sec I found 2 mistakes

1st is CICD (Continuous Integration/Continuous Deployment) difference between deployment and delivery is for delivery it require some manual intervention  i.e (approval) before deploying on production

2nd is while explaining details about free subscription in pricing you said 100GB transfer per month actually it is 10GB transfer per month

I am sorry to say that I am not an expert but still I can see and understand

I hope you will understand and make necessary changes into the same",2024-09-28T06:01:52Z,1
Ip2TA2ijDmA,@martinluther5603,"Hi, can you make a special tutorial for templates used for  end to end projects 🎉 With regards 😊",2024-09-28T02:36:51Z,1
Ip2TA2ijDmA,@davshakya,thanks bro,2024-09-22T09:35:47Z,1
Ip2TA2ijDmA,@ahmadfraz5846,"mern stack kaisay build krein gay. Please make a video ci/cd for stack
react + nodejs + express + posgres",2024-09-11T14:17:18Z,0
Ip2TA2ijDmA,@satyaprakash-l8r,Bhai Tum sab kese pada sakte ho,2024-09-05T17:14:55Z,3
Ip2TA2ijDmA,@AyushSrivastava-b7m,"Good content, But sounded more like a "" Things that can be done in Gitlab "" rather than "" Create pipelines in 1 hour """,2024-09-01T14:10:38Z,3
Ip2TA2ijDmA,@MitalBarad-f4e,This video is very helpful. Can you please explain how to deploy main branch directly into live server with this pipeline what configuration  i need to do?,2024-08-22T09:09:29Z,0
Ip2TA2ijDmA,@abdulqadoos4407,"great please make a list for Argo cd  , gitops 
thanks for again.",2024-08-19T18:28:31Z,1
Ip2TA2ijDmA,@nearpeela,Thank You 😊,2024-08-17T11:32:20Z,1
Ip2TA2ijDmA,@akshatakamble7128,sir github option is not visible in my gitlab account for inport file . what should i do,2024-08-11T12:45:17Z,0
Ip2TA2ijDmA,@fahadkhan-islamicspiritual7872,Bro how to configure gitlab runner. You havent explained it.,2024-08-06T10:23:48Z,0
Ip2TA2ijDmA,@fahadkhan-islamicspiritual7872,"Bro plz answer.  We have gitlab community version installed on our own server . We want to run pipeline from scratch . We have .net software program codes.  Plz elaborate
We want to have repositiry and cicd all on free gitlab community version",2024-08-06T07:39:07Z,0
Ip2TA2ijDmA,@AtulKumar-uu9dl,Thanks!,2024-08-03T13:16:28Z,4
Ip2TA2ijDmA,@RajkumarNilkant,Can you make a eCommerce website with database and deploy it.,2024-07-31T11:06:11Z,1
Ip2TA2ijDmA,@RAOROCKSTAR1990,Really good video for a beginner. Good job,2024-07-31T08:21:54Z,1
Ip2TA2ijDmA,@sksafikuddinkhan5935,"There's protected environment, approver has been added as well, but when a approver approve or reject the pipeline with some comment, where to see that comment? I checked under pipeline, it's not visible, only showing, that it has been rejected/approved. Please help me how and where to see the comments.",2024-07-26T04:07:05Z,0
Ip2TA2ijDmA,@sabahb9195,Awesome video!!,2024-07-25T12:17:38Z,1
Ip2TA2ijDmA,@MohdSamadPasha,"Great content, please extend the topic with external deployments",2024-07-18T16:21:06Z,2
Ip2TA2ijDmA,@CloudDevSecOpsBegins,"Thanks Sir, very informative.",2024-07-16T04:01:55Z,0
Ip2TA2ijDmA,@vijaymestry4236,Excellent explanation Great,2024-07-10T16:32:02Z,1
Ip2TA2ijDmA,@WondersOfWandering,Excellent explanation on GitLab concepts. Thank you!,2024-07-07T23:06:02Z,1
Ip2TA2ijDmA,@Mikael-k6m,"This is perfect, Thanks.",2024-07-05T09:39:56Z,1
Ip2TA2ijDmA,@Codeing-di3yf,💓♥💚💙,2024-07-02T11:48:23Z,2
Ip2TA2ijDmA,@prashantverma555,"Bro, we want tutorial on Terrafrom.",2024-06-27T06:21:48Z,0
Ip2TA2ijDmA,@swatigupta9103,Please make the tutorial on Artifactory.,2024-06-23T03:52:44Z,0
Ip2TA2ijDmA,@PrashantSharma-dl9zf,As always.. awesome tutorial!!,2024-06-11T04:47:33Z,1
Ip2TA2ijDmA,@saivinith321,Pls make in English,2024-06-09T17:25:09Z,0
Ip2TA2ijDmA,@babunaikv8252,More videos required thanx ❤,2024-06-06T17:32:08Z,2
Ip2TA2ijDmA,@asifahmed9036,"Runner k bare me nahi bataya pp ne, Runner Install and configure kese hoga ?? Gitlab per account bhi create nahi ho raha he phone verification aur credit card k through bhi try kiya ...",2024-05-28T12:29:32Z,1
Ip2TA2ijDmA,@NjoyTheLife,"Great content, please extend the topic with external deployments❤",2024-05-24T19:36:40Z,1
Ip2TA2ijDmA,@ideas3690,"Sir,  can you please start AWS cloud, much waiting for aws.

Thanks",2024-05-23T20:03:23Z,0
Ip2TA2ijDmA,@Mayur-ny1zn,Waiting for Projects DevOps,2024-05-23T17:37:26Z,0
Ip2TA2ijDmA,@MohasinManer,Bhai Terraform zero to hero pe bhi video banado,2024-05-23T06:17:20Z,3
Ip2TA2ijDmA,@KRISHNAKUMAR-yj3dx,"Thanks a lot for such an awesome Gitlab video
Thanks thanks a lot
Please keep making such videos. 
Thank you once again.",2024-05-22T05:20:07Z,4
Ip2TA2ijDmA,@KRISHNAKUMAR-yj3dx,"Wow! Great and simplified explanation for Gitlab
Thanks a lot",2024-05-22T05:19:09Z,2
Ip2TA2ijDmA,@k0msenapati,Thanks Bro,2024-05-21T11:52:10Z,1
Ip2TA2ijDmA,@ShourovRoy-pk5zm,Please make a video on k8s database backup and ingress 🙏,2024-05-21T07:08:41Z,0
Ip2TA2ijDmA,@ajinkyaghorpade1786,Since following from 11k subscribers,2024-05-21T06:23:29Z,1
Ip2TA2ijDmA,@ajinkyaghorpade1786,Bhai Azure and Terraform pe bhi video banado,2024-05-21T06:21:29Z,1
Ip2TA2ijDmA,@indrajeetjyoti9020,Make it some video on mobile ci/cd using Jenkins and fastlane,2024-05-21T05:02:05Z,0
Ip2TA2ijDmA,@Vaibhav_1ma,Bhai confusion hora hai... Differance between GIT Github Gitlab,2024-05-20T20:12:27Z,1
Ip2TA2ijDmA,@inaamullah1851,sir g please make videos on Github actions....,2024-05-20T18:57:39Z,0
Ip2TA2ijDmA,@harshaldagde8237,prashant bhai please make video onhow to deploy 3 tier app on gitlab,2024-05-20T17:50:15Z,0
Ip2TA2ijDmA,@ARIFKHAN-or7cx,Many thanks ☺,2024-05-20T17:28:07Z,1
Ip2TA2ijDmA,@maniranjanpathak4864,Great lecture❤,2024-05-20T17:21:00Z,1
Ip2TA2ijDmA,@Ashokkumar-zn1ft,I guess it offer only 10Gi per month,2024-05-20T16:11:16Z,0
Ip2TA2ijDmA,@ravindrakumartanwar2617,sir i rewuest u to please increase screen resolution or font size so that it can be easily understand,2024-05-20T15:46:00Z,0
Ip2TA2ijDmA,@harshaldagde8237,thank you bhai 😍😍😍😍😍,2024-05-20T14:46:26Z,1
Ip2TA2ijDmA,@khan-e7k,Chief zero to hero?,2024-05-20T14:17:49Z,0
Ip2TA2ijDmA,@lerocegaming1766,"Thank you so much 😊 
Your video really helps a lot!! Devops",2024-05-20T13:56:50Z,1
Ip2TA2ijDmA,@SandyLearner,"Kudos , I had not expected that back to back after Git GitHub , u will add GitLab . Most of course focussing on GitHub due to AI capabilities, but CI features in Gitlab are far better than Jenkins , GitHub Actions . Hope in future more vds will be uploaded in GitLab , GitOps related IaC 
Greate !!
In future u any have plans , of Golang for Automation with OpenShift .....🎉🎉",2024-05-20T13:53:58Z,1
Ip2TA2ijDmA,@usmanAli-hw5xu,thank you sir,2024-05-20T13:49:57Z,1
Ip2TA2ijDmA,@akashpassi6571,Your video is very helpful for me to understand the Devops Technology. I just have one request is to make a project using docker aws with python based application like django or flask. Thank You SIr,2024-05-20T13:45:12Z,0
VIBWdLLq9kQ,@7seswaryt623,bro romba thanks,2025-11-11T14:43:27Z,0
VIBWdLLq9kQ,@riduvarshinimuralirajan9799,a very very useful video to start git. all the concepts are clearly explained,2025-10-26T08:53:56Z,0
VIBWdLLq9kQ,@vsbbros4474,I luv this video ❤❤❤,2025-10-25T18:15:36Z,0
VIBWdLLq9kQ,@NANDHINIG-e8j,Fantastic Explaination,2025-10-25T07:26:15Z,0
VIBWdLLq9kQ,@byebyepaper143,❤🎉,2025-10-20T14:27:07Z,0
VIBWdLLq9kQ,@sampathmadan,Thank you bro! I understand Git and GitHub completely. All my doubts were clarified.  There is no lag in the video at any point. This is the best tutorial bro🙏🙏,2025-10-19T20:45:46Z,0
VIBWdLLq9kQ,@prabu5486,Can you share  this  ppt,2025-10-19T18:08:13Z,0
VIBWdLLq9kQ,@jokerthemass9944,"bro test3.txt laa M varalana
ena pandrathuu",2025-10-19T15:47:08Z,0
VIBWdLLq9kQ,@harunalsameer8463,"Bro vs code la irundu new repo create panradukku nammala oru pudu repo GitHub web la create panni clone pannikalame why use ""git remote add origin "" and stuff isn't it kinda useless",2025-10-19T06:04:18Z,0
VIBWdLLq9kQ,@IbrahimAbubaker-o5w,"Tamiḻ eṉpatu āṭu, am'māṉ, jōrṭāṉ, tamiḻai nēcikkiṟēṉ",2025-10-13T02:40:25Z,0
VIBWdLLq9kQ,@Arya-vi-14,can you post this ppt in online,2025-10-11T08:45:04Z,0
VIBWdLLq9kQ,@Samiksha-j8w,can you send me this ppt for reference,2025-10-05T07:53:29Z,0
VIBWdLLq9kQ,@Subbu_2203,🎉🎉,2025-10-03T15:42:23Z,0
VIBWdLLq9kQ,@dharshune3892,deleting a file - 30:00,2025-10-01T14:24:42Z,0
VIBWdLLq9kQ,@rovinrk,Thanks a lot bro...This will help me a lot,2025-09-28T05:13:45Z,0
VIBWdLLq9kQ,@016KaliArasan,bro oru doubt bro conflict ah resolved panrapa namaku entha city venumo atha choose pantu commit merge panama vita epdi atha panna,2025-09-25T11:26:12Z,0
VIBWdLLq9kQ,@dharanimurugan8973,Thanks a lot for this video. clear explanations. could you please upload this ppt and share the link please?,2025-09-23T08:05:38Z,0
VIBWdLLq9kQ,@vrajalingam3487,"very well explanation bro, thanks",2025-09-19T08:42:58Z,0
VIBWdLLq9kQ,@chohithram02,"Anna but after i created another file, it does not show U, which means untracked",2025-09-19T06:50:13Z,0
VIBWdLLq9kQ,@balag2368,Fantastic video,2025-09-18T15:31:56Z,0
VIBWdLLq9kQ,@subashree7855,Thank you so much bro,2025-09-13T14:37:58Z,0
VIBWdLLq9kQ,@Vishnu-p4j,Bro copying link error showing,2025-09-11T15:01:26Z,0
VIBWdLLq9kQ,@Jayashriganesan,But while copying code in visual studio terminal I have got ans error??!,2025-09-07T17:44:34Z,1
VIBWdLLq9kQ,@hemalatha-ib8gu,Error comes sir.when copy the link from GitHub to terminal prompt.y sir,2025-09-05T07:00:43Z,0
VIBWdLLq9kQ,@akash.m7443,Thank you so much bro♥️,2025-09-02T18:21:21Z,0
VIBWdLLq9kQ,@sgokul-gz2xw,bro i having issue with [pull request] i am not able to create new pull request pls tell me,2025-09-02T11:41:16Z,0
VIBWdLLq9kQ,@minion9151,Ayya tharam🎉,2025-08-25T15:39:27Z,0
VIBWdLLq9kQ,@prashanthsundar5592,very good Explanation,2025-08-22T11:55:06Z,0
VIBWdLLq9kQ,@divyaandros6167,Please add video guidance adding collaborators,2025-08-22T06:12:50Z,0
VIBWdLLq9kQ,@PrasannaDharshan-le6pm,Thanks bro for this useful video. Clearly understood about git by your great examples and your way of teaching 😄. Thank you very much!,2025-08-21T12:25:55Z,0
VIBWdLLq9kQ,@vidhyashreer5324,"Can you show the same in Fork also please, I am not getting any tutorial in fork, you explain very well. I am struggling to learn this in fork tool",2025-08-20T18:03:51Z,0
VIBWdLLq9kQ,@HarinishaAbinesh,"Hii sir, I have completed my first respository but second respository make many error we",2025-08-20T16:01:12Z,0
VIBWdLLq9kQ,@pandiarajank6054,Thanks bro!!,2025-08-20T10:54:35Z,0
VIBWdLLq9kQ,@rajagladson4477,"can we create repository from vs code terminal itself , similar to creating branch from our terminal. Anyone help me with this",2025-08-20T10:53:22Z,0
VIBWdLLq9kQ,@sabarisathya1561,Gittup la epapdi project upload pannrathu with file vs code la code pottu athula eruka project gittup la upload pannanu ana 25 mb tha erukanu ana athigama eruka nala poda mudiyala athuku enna pannrathu ..athu link epapdi edukarathunu sollu kuduga,2025-08-18T06:05:48Z,0
VIBWdLLq9kQ,@kamalthelegendkiller,Thanks for the video,2025-08-17T12:31:49Z,0
VIBWdLLq9kQ,@g0wtham-899,bro pls do jenkins videos,2025-08-15T15:36:46Z,0
VIBWdLLq9kQ,@PraveenKumar-jf7bu,ayya nandri ayya,2025-08-13T18:16:10Z,0
VIBWdLLq9kQ,@sushcreations207,Pls upload the use of git and github for automation tester,2025-08-13T07:26:17Z,0
VIBWdLLq9kQ,@nature_nature805,best video for git.,2025-08-13T04:11:17Z,0
VIBWdLLq9kQ,@Skeleton._.Gaming_0,Can i get the ppt file,2025-08-09T07:30:16Z,0
VIBWdLLq9kQ,@KanishkaEC-v9u,Anna plss anna research paper pathi konjam sollunga plsss,2025-08-09T01:52:40Z,0
VIBWdLLq9kQ,@Vetri_editz_Tamil,Bro AI video podunga,2025-08-07T10:03:03Z,0
VIBWdLLq9kQ,@gokul7650,Bro where is your office,2025-08-06T16:21:07Z,0
VIBWdLLq9kQ,@kalpanar9302,"Hi, im new to coding, im getting error while passing my mail id, pls suggest",2025-08-06T16:10:14Z,0
VIBWdLLq9kQ,@vvbrothers8496,Superrb teaching🎉,2025-08-05T18:16:55Z,2
VIBWdLLq9kQ,@Depa_sang,hi very nc your explaining..can you sahre that pdf,2025-08-03T17:35:15Z,0
VIBWdLLq9kQ,@atheesmohammed6605,Git and git hub windows 7 ku epdi install panradhu nu oru video podunga pls😢atleast shorts aavdhu podunga 😢,2025-07-28T14:37:55Z,0
VIBWdLLq9kQ,@atheesmohammed6605,Anna windows 7 ku epdi git and git hub download panradhu nu sollunga na 😢pls,2025-07-28T14:37:10Z,0
VIBWdLLq9kQ,@srimathy2007,anna github study pana entha video matum pothuma..,2025-07-27T03:56:38Z,0
VIBWdLLq9kQ,@ahicreationz4579,thanks for teaching!!!,2025-07-23T10:32:08Z,0
VIBWdLLq9kQ,@akila-u4n,"ennaku view details kudutha long,list appdi dhaa kaatudhu hidden varala so .git  varamatingudhu idha eppdi solve pandradhu",2025-07-21T16:55:19Z,0
VIBWdLLq9kQ,@gokulk1193,"kudos to you, brother!!. Continue the great work, you make me understand GitHub very well. Definitely worth for the watch",2025-07-19T02:52:32Z,0
VIBWdLLq9kQ,@AjayM-e2b,"time stamps for myself :

checkpoint 1 :      32:30",2025-07-18T18:41:33Z,0
VIBWdLLq9kQ,@vetriraja4841,anna explain what will if git doesnt have staging area and explain two stage and three stage architecture in version control system,2025-07-16T16:54:42Z,0
VIBWdLLq9kQ,@vishnu235priya,Should I need to install git when I already have Git bash in my laptop??,2025-07-14T11:43:46Z,0
VIBWdLLq9kQ,@M.Litheswar,"Sir , Nan test3.txt la Text add panna but Modified nu show panala ... Can you help me with solution",2025-07-13T17:28:46Z,0
VIBWdLLq9kQ,@jevithranarasimhan5795,Thank you so much for the video. Can you please explain more about rebase concepts and how to manage hotfix and feature branches?,2025-07-05T21:07:32Z,0
VIBWdLLq9kQ,@MadheshRajan,what if i created a three file at a same time but i want to push only 2 file in the github what should i do,2025-07-05T11:37:09Z,0
VIBWdLLq9kQ,@kishanshan5791,can I have this PPTX,2025-07-05T09:49:49Z,0
VIBWdLLq9kQ,@Useryoutubeg,Usefull ❤❤❤❤ thank you sir 😅😅😅❤❤❤,2025-07-05T06:59:44Z,0
VIBWdLLq9kQ,@Iamjackofalltrades.r1175,This is the best Github tutorial thankyou EMC,2025-07-03T17:02:19Z,0
VIBWdLLq9kQ,@kishorek.i.15,Thanks anna,2025-07-03T13:14:33Z,1
VIBWdLLq9kQ,@Kabilan.S-d3q,Everything is awesome but too many ads. It comes every three minutes once,2025-07-02T14:09:33Z,0
VIBWdLLq9kQ,@vkdurgadevikrishnan625,"Thank you so much it is very clear for me,I done ecmmerece project using java springboot,mysql,thymeleaf and bootstrap, how can add this in my  github, any one plz guide me",2025-07-01T07:00:58Z,0
VIBWdLLq9kQ,@BharathEdu26,TTT=3hrs,2025-06-29T13:48:42Z,0
VIBWdLLq9kQ,@AshuAswini-n7v,Bro AI students  usefull  course illa important learn pannramari  solluga,2025-06-29T10:43:29Z,0
VIBWdLLq9kQ,@RanjithkumarKB,Bro your teaching  awesome and bro please teach springboot for us bro please,2025-06-29T07:31:22Z,0
VIBWdLLq9kQ,@Arya-vi-14,any one from 2025,2025-06-25T16:57:16Z,41
VIBWdLLq9kQ,@venkatesaperumal_r-rm1st,top class and very easy to understand bro,2025-06-25T10:31:11Z,0
VIBWdLLq9kQ,@jaganm8786,"Awesome video, was very useful to learn the basics of GIT",2025-06-24T12:31:32Z,0
VIBWdLLq9kQ,@MahendranDuraisamy-x7u,"Very good presentation, easily understood GitHub basics with examples",2025-06-23T16:14:36Z,0
VIBWdLLq9kQ,@RMN-4748,useful ha ha irundhu irkumnu nenga doubt padave theva ila thala unga all videos r carrer nd life changing videos.but please sql series matum continue panunga primary key oda stop panitinga .,2025-06-22T03:32:28Z,0
VIBWdLLq9kQ,@S.A_Yogesh,"52.19
How to back the terminal you can't explain you check pls",2025-06-21T07:00:31Z,0
VIBWdLLq9kQ,@Vishwa0030,im having an error someone plz explain it (fatal: not a git repository (or any of the parent directories): .git),2025-06-21T05:23:04Z,0
VIBWdLLq9kQ,@alexpriyan,This video is very useful. Thanks a lot,2025-06-18T12:14:36Z,0
VIBWdLLq9kQ,@DineshPrabhuG,Great explanation on Git👏,2025-06-16T14:11:11Z,0
VIBWdLLq9kQ,@suganya2181,how to delete error in visual studio because I could not delete the error. Anybody tell me,2025-06-11T07:33:37Z,0
VIBWdLLq9kQ,@uvarajm9522,"HI, How this tool is useful for the hardware sector ?",2025-06-10T17:09:17Z,0
VIBWdLLq9kQ,@ThamaraiSelviElangovan,Really superb. Well explained. Thank you so much Bro.,2025-06-10T10:57:53Z,0
VIBWdLLq9kQ,@TribalCheif-r7t,"Bro naa oru error a face pannura "" file ulla yethachu type panni add panna git la antha text kaata maatithu bro file create pannathu kaatuthu but athula ulla content kaata maatithu bro"" please help me",2025-06-08T07:09:22Z,0
VIBWdLLq9kQ,@BSecurity_Tech,credentials leak ahgama upload pananum then project proper ah work pananum.. how this possible?,2025-06-08T05:15:45Z,0
VIBWdLLq9kQ,@kavimanis6669,Thank you very much,2025-06-04T11:43:10Z,0
VIBWdLLq9kQ,@F.Shabana,"Only mobile phone and note , pen",2025-06-03T08:27:52Z,2
VIBWdLLq9kQ,@sarathiramesh6368,thanks a lot brother for this 🤝,2025-06-03T07:47:49Z,0
VIBWdLLq9kQ,@lingeshkanna326,Super bro🎉,2025-06-03T06:28:10Z,0
VIBWdLLq9kQ,@gawaskarprakasam2285,Nice video. Helped all data in 1hr,2025-05-31T18:03:18Z,0
VIBWdLLq9kQ,@boojabooja1286,Bro python intermediate course and mini projects long video podoga,2025-05-30T12:37:22Z,0
VIBWdLLq9kQ,@MANI-lc3kt,I have a doubt!   How to Modifying the file in VS code?,2025-05-29T12:57:24Z,0
VIBWdLLq9kQ,@bhavyamurgesh-j6c,the vedio was helpfull can u teach django how to use,2025-05-28T17:13:44Z,0
VIBWdLLq9kQ,@AnuAnushya-c1o,Sir provide react tutorial please sir,2025-05-28T05:26:04Z,0
VIBWdLLq9kQ,@MohamedFahil-y2n,Thala Repository ah  epdi delete Panrathu!?? nu sollalayey!,2025-05-27T14:19:00Z,0
VIBWdLLq9kQ,@karthick2523,Thank You bro,2025-05-27T05:29:23Z,0
VIBWdLLq9kQ,@praveens1802,Romba thanks John bro,2025-05-26T15:55:16Z,0
VIBWdLLq9kQ,@arunjack429,bro can we use master branch for pushing .........or must need to change from master to main then only push ?,2025-05-22T14:29:08Z,0
VIBWdLLq9kQ,@Keerthana0895,Docker explains plzzz,2025-05-22T10:36:12Z,0
VIBWdLLq9kQ,@ramkumararcotdharmalingam22bce,can u provide a doc containing all the commands u discussed,2025-05-22T09:41:15Z,0
VIBWdLLq9kQ,@Yaswannth-q7h,Bro python intermediate course and python mini projects video podunga,2025-05-21T10:29:47Z,0
